#timebase=2000000(ps)
,#voltbase=500000(mv/100)
#size=4000
-4.250E-06,0.040
-4.240E-06,0.060
-4.230E-06,0.060
-4.220E-06,0.020
-4.210E-06,0.060
-4.200E-06,0.060
-4.190E-06,0.040
-4.180E-06,0.020
-4.170E-06,0.060
-4.160E-06,0.080
-4.150E-06,0.060
-4.140E-06,0.060
-4.130E-06,0.020
-4.120E-06,0.060
-4.110E-06,0.040
-4.100E-06,0.080
-4.090E-06,0.040
-4.080E-06,0.080
-4.070E-06,0.060
-4.060E-06,0.040
-4.050E-06,0.060
-4.040E-06,0.060
-4.030E-06,0.080
-4.020E-06,0.040
-4.010E-06,0.060
-4.000E-06,0.040
-3.990E-06,0.060
-3.980E-06,0.060
-3.970E-06,0.040
-3.960E-06,0.060
-3.950E-06,0.060
-3.940E-06,0.020
-3.930E-06,0.060
-3.920E-06,0.040
-3.910E-06,0.040
-3.900E-06,0.040
-3.890E-06,0.040
-3.880E-06,0.040
-3.870E-06,0.060
-3.860E-06,0.080
-3.850E-06,0.060
-3.840E-06,0.060
-3.830E-06,0.040
-3.820E-06,0.060
-3.810E-06,0.060
-3.800E-06,0.040
-3.790E-06,0.060
-3.780E-06,0.060
-3.770E-06,0.040
-3.760E-06,0.060
-3.750E-06,0.080
-3.740E-06,0.040
-3.730E-06,0.020
-3.720E-06,0.040
-3.710E-06,0.080
-3.700E-06,0.020
-3.690E-06,0.020
-3.680E-06,0.060
-3.670E-06,0.040
-3.660E-06,0.080
-3.650E-06,0.060
-3.640E-06,0.060
-3.630E-06,0.040
-3.620E-06,0.080
-3.610E-06,0.040
-3.600E-06,0.040
-3.590E-06,0.060
-3.580E-06,0.040
-3.570E-06,0.020
-3.560E-06,0.040
-3.550E-06,0.060
-3.540E-06,0.040
-3.530E-06,0.040
-3.520E-06,0.060
-3.510E-06,0.040
-3.500E-06,0.060
-3.490E-06,0.080
-3.480E-06,0.020
-3.470E-06,0.040
-3.460E-06,0.040
-3.450E-06,0.060
-3.440E-06,0.040
-3.430E-06,0.080
-3.420E-06,0.060
-3.410E-06,0.060
-3.400E-06,0.060
-3.390E-06,0.040
-3.380E-06,0.060
-3.370E-06,0.040
-3.360E-06,0.000
-3.350E-06,0.060
-3.340E-06,0.040
-3.330E-06,0.040
-3.320E-06,0.060
-3.310E-06,0.040
-3.300E-06,0.080
-3.290E-06,0.020
-3.280E-06,0.020
-3.270E-06,0.060
-3.260E-06,0.020
-3.250E-06,0.060
-3.240E-06,0.040
-3.230E-06,0.080
-3.220E-06,0.060
-3.210E-06,0.060
-3.200E-06,0.060
-3.190E-06,0.020
-3.180E-06,0.040
-3.170E-06,0.080
-3.160E-06,0.060
-3.150E-06,0.020
-3.140E-06,0.020
-3.130E-06,0.060
-3.120E-06,0.020
-3.110E-06,0.040
-3.100E-06,0.060
-3.090E-06,0.080
-3.080E-06,0.040
-3.070E-06,0.040
-3.060E-06,0.040
-3.050E-06,0.040
-3.040E-06,0.040
-3.030E-06,0.060
-3.020E-06,0.060
-3.010E-06,0.040
-3.000E-06,0.060
-2.990E-06,0.040
-2.980E-06,0.020
-2.970E-06,0.020
-2.960E-06,0.040
-2.950E-06,0.040
-2.940E-06,0.060
-2.930E-06,0.060
-2.920E-06,0.040
-2.910E-06,0.040
-2.900E-06,0.040
-2.890E-06,0.040
-2.880E-06,0.060
-2.870E-06,0.040
-2.860E-06,0.020
-2.850E-06,0.040
-2.840E-06,0.020
-2.830E-06,0.020
-2.820E-06,0.040
-2.810E-06,0.040
-2.800E-06,0.020
-2.790E-06,0.040
-2.780E-06,0.040
-2.770E-06,0.020
-2.760E-06,0.040
-2.750E-06,0.020
-2.740E-06,0.040
-2.730E-06,0.020
-2.720E-06,0.040
-2.710E-06,0.020
-2.700E-06,0.100
-2.690E-06,0.400
-2.680E-06,1.020
-2.670E-06,1.720
-2.660E-06,2.760
-2.650E-06,2.640
-2.640E-06,2.180
-2.630E-06,1.720
-2.620E-06,-0.040
-2.610E-06,-0.340
-2.600E-06,-1.360
-2.590E-06,-2.120
-2.580E-06,-2.460
-2.570E-06,-2.660
-2.560E-06,-2.660
-2.550E-06,-2.660
-2.540E-06,-2.200
-2.530E-06,-1.760
-2.520E-06,-0.880
-2.510E-06,-0.500
-2.500E-06,-0.320
-2.490E-06,0.060
-2.480E-06,0.160
-2.470E-06,0.280
-2.460E-06,0.480
-2.450E-06,0.460
-2.440E-06,0.380
-2.430E-06,0.500
-2.420E-06,0.600
-2.410E-06,0.920
-2.400E-06,1.200
-2.390E-06,1.380
-2.380E-06,1.400
-2.370E-06,1.340
-2.360E-06,1.160
-2.350E-06,0.900
-2.340E-06,0.740
-2.330E-06,0.460
-2.320E-06,0.120
-2.310E-06,-0.160
-2.300E-06,-0.480
-2.290E-06,-0.740
-2.280E-06,-0.840
-2.270E-06,-0.840
-2.260E-06,-0.600
-2.250E-06,-0.360
-2.240E-06,-0.020
-2.230E-06,0.300
-2.220E-06,0.580
-2.210E-06,0.820
-2.200E-06,0.860
-2.190E-06,0.900
-2.180E-06,0.820
-2.170E-06,0.680
-2.160E-06,0.540
-2.150E-06,0.480
-2.140E-06,0.380
-2.130E-06,0.280
-2.120E-06,0.180
-2.110E-06,-0.080
-2.100E-06,-0.220
-2.090E-06,-0.420
-2.080E-06,-0.660
-2.070E-06,-0.800
-2.060E-06,-0.940
-2.050E-06,-1.060
-2.040E-06,-1.160
-2.030E-06,-1.220
-2.020E-06,-1.240
-2.010E-06,-1.140
-2.000E-06,-1.000
-1.990E-06,-0.800
-1.980E-06,-0.560
-1.970E-06,-0.280
-1.960E-06,-0.020
-1.950E-06,0.240
-1.940E-06,0.480
-1.930E-06,0.700
-1.920E-06,0.860
-1.910E-06,0.940
-1.900E-06,0.940
-1.890E-06,0.880
-1.880E-06,0.720
-1.870E-06,0.620
-1.860E-06,0.520
-1.850E-06,0.380
-1.840E-06,0.240
-1.830E-06,0.120
-1.820E-06,0.020
-1.810E-06,-0.080
-1.800E-06,-0.120
-1.790E-06,-0.160
-1.780E-06,-0.240
-1.770E-06,-0.280
-1.760E-06,-0.320
-1.750E-06,-0.320
-1.740E-06,-0.320
-1.730E-06,-0.320
-1.720E-06,-0.280
-1.710E-06,-0.200
-1.700E-06,-0.140
-1.690E-06,0.020
-1.680E-06,0.080
-1.670E-06,0.200
-1.660E-06,0.300
-1.650E-06,0.320
-1.640E-06,0.380
-1.630E-06,0.380
-1.620E-06,0.380
-1.610E-06,0.380
-1.600E-06,0.320
-1.590E-06,0.280
-1.580E-06,0.220
-1.570E-06,0.160
-1.560E-06,0.100
-1.550E-06,0.060
-1.540E-06,-0.020
-1.530E-06,-0.020
-1.520E-06,-0.120
-1.510E-06,-0.120
-1.500E-06,-0.180
-1.490E-06,-0.200
-1.480E-06,-0.200
-1.470E-06,-0.200
-1.460E-06,-0.180
-1.450E-06,-0.180
-1.440E-06,-0.180
-1.430E-06,-0.140
-1.420E-06,-0.120
-1.410E-06,-0.060
-1.400E-06,0.000
-1.390E-06,0.000
-1.380E-06,0.040
-1.370E-06,0.080
-1.360E-06,0.040
-1.350E-06,0.080
-1.340E-06,0.140
-1.330E-06,0.160
-1.320E-06,0.160
-1.310E-06,0.160
-1.300E-06,0.160
-1.290E-06,0.200
-1.280E-06,0.220
-1.270E-06,0.240
-1.260E-06,0.240
-1.250E-06,0.200
-1.240E-06,0.160
-1.230E-06,0.160
-1.220E-06,0.140
-1.210E-06,0.100
-1.200E-06,0.140
-1.190E-06,0.120
-1.180E-06,0.100
-1.170E-06,0.080
-1.160E-06,0.100
-1.150E-06,0.080
-1.140E-06,0.060
-1.130E-06,0.040
-1.120E-06,0.000
-1.110E-06,0.000
-1.100E-06,0.040
-1.090E-06,0.060
-1.080E-06,0.100
-1.070E-06,0.120
-1.060E-06,0.100
-1.050E-06,0.160
-1.040E-06,0.120
-1.030E-06,0.160
-1.020E-06,0.200
-1.010E-06,0.220
-1.000E-06,0.180
-9.900E-07,0.180
-9.800E-07,0.100
-9.700E-07,0.060
-9.600E-07,0.040
-9.500E-07,0.040
-9.400E-07,0.080
-9.300E-07,0.040
-9.200E-07,-0.020
-9.100E-07,-0.060
-9.000E-07,-0.120
-8.900E-07,-0.160
-8.800E-07,-0.080
-8.700E-07,-0.060
-8.600E-07,0.020
-8.500E-07,0.000
-8.400E-07,0.000
-8.300E-07,0.020
-8.200E-07,0.100
-8.100E-07,0.140
-8.000E-07,0.200
-7.900E-07,0.200
-7.800E-07,0.220
-7.700E-07,0.260
-7.600E-07,0.260
-7.500E-07,0.260
-7.400E-07,0.260
-7.300E-07,0.240
-7.200E-07,0.240
-7.100E-07,0.200
-7.000E-07,0.160
-6.900E-07,0.160
-6.800E-07,0.140
-6.700E-07,0.160
-6.600E-07,0.120
-6.500E-07,0.020
-6.400E-07,0.020
-6.300E-07,-0.020
-6.200E-07,0.020
-6.100E-07,0.040
-6.000E-07,0.000
-5.900E-07,0.020
-5.800E-07,0.000
-5.700E-07,0.000
-5.600E-07,0.040
-5.500E-07,0.080
-5.400E-07,0.080
-5.300E-07,0.120
-5.200E-07,0.140
-5.100E-07,0.140
-5.000E-07,0.180
-4.900E-07,0.140
-4.800E-07,0.140
-4.700E-07,0.080
-4.600E-07,-0.100
-4.500E-07,-0.320
-4.400E-07,-0.640
-4.300E-07,-0.860
-4.200E-07,-0.840
-4.100E-07,-0.660
-4.000E-07,-0.300
-3.900E-07,0.160
-3.800E-07,0.520
-3.700E-07,0.680
-3.600E-07,0.760
-3.500E-07,0.720
-3.400E-07,0.700
-3.300E-07,0.760
-3.200E-07,0.800
-3.100E-07,0.880
-3.000E-07,0.940
-2.900E-07,0.900
-2.800E-07,0.840
-2.700E-07,0.760
-2.600E-07,0.660
-2.500E-07,0.560
-2.400E-07,0.440
-2.300E-07,0.380
-2.200E-07,0.280
-2.100E-07,0.180
-2.000E-07,0.100
-1.900E-07,0.040
-1.800E-07,0.000
-1.700E-07,-0.080
-1.600E-07,0.000
-1.500E-07,0.000
-1.400E-07,0.020
-1.300E-07,0.060
-1.200E-07,0.100
-1.100E-07,0.180
-1.000E-07,0.220
-9.000E-08,0.340
-8.000E-08,0.420
-7.000E-08,0.500
-6.000E-08,0.600
-5.000E-08,0.720
-4.000E-08,0.740
-3.000E-08,0.380
-2.000E-08,-0.040
